Date	Close	Open	High	Low	Volume
2014-09-24	37.4	37.95	37.95	36.9	1681
2014-09-25	37.0	37.5	37.6	37.0	881
2014-09-26	36.6	36.8	36.85	36.55	1076
2014-09-29	36.3	36.6	36.8	36.3	692
2014-09-30	36.05	36.3	36.5	35.45	1374
2014-10-01	36.15	35.7	36.45	35.7	612
2014-10-02	35.7	36.0	36.15	35.7	785
2014-10-03	36.5	35.75	36.5	35.75	1289
2014-10-06	36.0	36.5	36.5	36.0	578
2014-10-07	36.1	36.0	36.6	35.75	754
2014-10-08	33.6	36.0	36.25	33.6	4099
2014-10-09	31.5	32.5	33.6	31.25	6307
2014-10-13	29.3	29.3	29.3	29.3	363
2014-10-14	27.25	27.25	27.25	27.25	202
2014-10-15	25.35	25.35	25.35	25.35	856
2014-10-16	23.6	23.6	23.6	23.6	636
2014-10-17	25.25	21.95	25.25	21.95	31149
2014-10-20	27.0	25.3	27.0	24.5	28027
2014-10-21	25.15	27.3	27.7	25.15	23408
2014-10-22	24.5	25.2	25.4	23.4	21129
2014-10-23	24.95	24.45	25.4	24.0	10495
2014-10-24	24.35	25.0	25.3	23.7	12467
2014-10-27	23.65	23.9	24.15	23.1	8200
2014-10-28	24.1	23.65	24.25	23.45	6906
2014-10-29	24.7	24.1	25.1	23.25	11827
2014-10-30	25.65	24.5	26.4	24.05	15325
2014-10-31	25.3	25.45	25.7	24.9	7089
2014-11-03	26.15	25.1	26.4	25.1	9114
2014-11-04	26.5	26.2	27.1	26.15	8686
2014-11-05	25.75	26.5	26.9	25.5	8740
2014-11-06	25.6	25.75	25.95	25.6	3039
2014-11-07	25.4	25.6	25.65	25.2	3149
2014-11-10	25.5	25.4	25.55	25.25	3537
2014-11-11	25.9	25.7	26.25	25.65	4170
2014-11-12	27.7	26.9	27.7	26.3	10169
2014-11-13	26.4	28.5	28.8	26.4	21382
2014-11-14	28.2	26.4	28.2	26.1	14972
2014-11-17	29.25	28.4	29.7	27.5	18754
2014-11-18	29.0	29.25	30.15	28.85	14375
2014-11-19	28.65	28.8	29.4	28.55	6450
2014-11-20	28.1	28.5	28.9	28.0	7887
2014-11-21	28.3	28.1	28.7	28.05	4607
2014-11-24	28.2	28.4	28.75	28.2	2984
2014-11-25	28.0	28.3	28.4	28.0	3104
2014-11-26	28.05	28.0	28.8	28.0	4843
2014-11-27	28.1	28.6	28.65	28.1	2929
2014-11-28	28.3	28.2	28.3	28.1	1743
2014-12-01	28.05	27.55	28.2	27.4	2498
2014-12-02	28.1	28.1	28.95	28.1	5264
2014-12-03	26.15	28.0	28.2	26.15	18214
2014-12-04	25.7	26.15	26.15	24.8	9724
2014-12-05	26.1	25.5	26.4	25.5	4327
2014-12-08	25.85	26.6	26.75	25.8	3083
2014-12-09	25.5	25.85	26.0	25.5	2715
2014-12-10	25.5	25.5	25.75	25.5	1887
2014-12-11	25.85	25.4	25.85	25.35	1843
2014-12-12	25.75	25.95	26.1	25.55	1974
2014-12-15	25.4	25.55	25.65	25.35	1256
2014-12-16	25.4	25.55	25.75	25.35	1492
2014-12-17	25.2	25.4	25.6	25.1	1431
2014-12-18	24.75	25.2	25.45	24.6	2853
2014-12-19	24.2	24.9	25.05	24.2	3742
2014-12-22	24.35	24.2	24.35	23.65	2697
2014-12-23	24.7	24.45	25.1	24.25	3442
2014-12-24	24.5	24.0	24.7	24.0	1876
2014-12-25	24.6	24.6	24.75	24.5	959
2014-12-26	24.9	24.7	25.05	24.7	1552
2014-12-27	25.0	25.1	25.15	24.9	1221
2014-12-29	24.8	24.0	24.9	24.0	2062
2014-12-30	25.0	24.8	25.3	24.7	1951
2014-12-31	25.0	25.0	25.2	24.8	1269
2015-01-05	25.0	25.0	25.1	24.7	1167
2015-01-06	24.85	24.9	24.95	24.7	1429
2015-01-07	24.6	24.85	24.9	24.5	1092
2015-01-08	24.65	24.7	25.0	24.65	1306
2015-01-09	24.75	25.0	25.05	24.7	823
2015-01-12	24.7	24.65	24.75	24.35	1216
2015-01-13	24.55	24.7	24.7	24.5	762
2015-01-14	24.3	24.55	24.7	24.25	1415
2015-01-15	24.4	24.3	24.45	24.3	605
2015-01-16	24.35	24.4	24.5	24.3	870
2015-01-19	24.2	24.4	24.8	24.2	928
2015-01-20	24.35	24.3	24.65	24.2	1676
2015-01-21	24.35	24.35	24.55	24.3	887
2015-01-22	24.45	24.5	24.55	24.35	789
2015-01-23	26.15	25.45	26.15	25.3	4347
2015-01-26	26.35	26.75	26.8	26.15	9632
2015-01-27	26.0	26.35	26.6	25.9	3139
2015-01-28	26.3	25.9	26.65	25.65	4934
2015-01-29	26.05	26.3	26.5	26.0	1877
2015-01-30	25.9	26.2	26.25	25.9	1151
2015-02-02	25.3	25.9	25.9	25.2	2034
2015-02-03	25.35	25.3	25.5	25.3	822
2015-02-04	25.25	25.5	25.6	25.25	1319
2015-02-05	25.45	25.25	25.45	25.15	710
2015-02-06	25.5	25.45	25.5	25.3	679
2015-02-09	25.55	25.5	25.95	25.4	1089
2015-02-10	25.35	25.55	25.65	25.2	624
2015-02-11	25.05	25.35	25.4	25.05	804
2015-02-12	24.9	25.05	25.15	24.9	778
2015-02-13	25.05	25.0	25.1	24.95	382
2015-02-24	25.3	25.05	25.5	25.05	1148
2015-02-25	25.3	25.3	25.45	25.2	759
2015-02-26	25.3	25.15	25.45	25.1	621
2015-03-02	25.6	25.45	25.7	25.45	1252
2015-03-03	25.95	25.95	26.3	25.9	3310
2015-03-04	25.9	26.0	26.1	25.8	1033
2015-03-05	25.85	25.9	25.9	25.7	782
2015-03-06	25.8	25.85	25.95	25.75	599
2015-03-09	25.55	25.75	25.8	25.5	615
2015-03-10	25.6	25.55	25.75	25.55	510
2015-03-11	25.4	25.4	25.6	25.35	787
2015-03-12	25.25	25.5	25.6	25.25	848
2015-03-13	25.4	25.3	25.5	25.3	416
2015-03-16	25.25	25.4	25.5	25.25	458
2015-03-17	25.2	25.25	25.4	25.2	944
2015-03-18	25.3	25.2	25.35	25.2	566
2015-03-19	25.25	25.35	25.55	25.25	640
2015-03-20	25.15	25.5	25.5	25.15	688
2015-03-23	25.15	25.2	25.4	25.1	602
2015-03-24	25.15	25.15	25.3	25.1	734
2015-03-25	25.15	25.25	25.3	25.15	615
2015-03-26	25.2	25.1	25.3	25.05	794
2015-03-27	25.2	25.2	25.3	25.1	588
2015-03-30	25.05	25.2	25.2	25.05	1017
2015-03-31	25.05	25.05	25.15	25.0	656
2015-04-01	24.75	25.0	25.0	24.55	1338
2015-04-02	24.55	24.75	24.9	24.5	1316
2015-04-07	24.1	24.55	24.55	23.9	2373
2015-04-08	24.05	24.0	24.1	23.85	1221
2015-04-09	24.5	24.05	24.7	23.95	1727
2015-04-10	24.65	24.5	24.8	24.5	898
2015-04-13	24.5	24.75	24.75	24.4	675
2015-04-14	24.5	24.5	24.85	24.5	568
2015-04-15	24.5	24.5	24.7	24.5	772
2015-04-16	24.25	24.5	24.55	24.2	605
2015-04-17	24.4	24.25	24.45	23.95	1142
2015-04-20	24.15	24.25	24.3	24.1	572
2015-04-21	24.1	24.2	24.4	24.0	854
2015-04-22	24.1	24.0	24.1	23.95	648
2015-04-23	24.25	24.1	24.25	23.95	1309
2015-04-24	24.2	24.15	24.4	24.1	751
2015-04-27	24.05	24.2	24.3	24.05	680
2015-04-28	24.0	24.05	24.1	23.8	1370
2015-04-29	23.9	24.0	24.05	23.9	959
2015-04-30	24.05	24.0	24.05	23.9	572
2015-05-04	23.9	24.05	24.1	23.9	432
2015-05-05	23.85	23.95	24.0	23.8	783
2015-05-06	23.65	23.85	23.9	23.65	1023
2015-05-07	23.4	23.65	23.7	23.2	1880
2015-05-08	22.6	23.4	23.4	22.55	2153
2015-05-11	21.6	22.6	22.6	21.45	2733
2015-05-12	23.1	21.6	23.1	21.6	2907
2015-05-13	23.0	23.25	23.35	22.75	1539
2015-05-14	22.45	23.0	23.0	22.4	814
2015-05-15	22.7	22.5	22.85	22.5	554
2015-05-18	22.65	22.7	22.9	22.5	543
2015-05-19	22.65	22.65	22.75	22.5	637
2015-05-20	22.25	22.65	22.65	22.2	852
2015-05-21	22.2	22.25	22.4	22.0	1050
2015-05-22	22.0	22.2	22.25	22.0	676
2015-05-25	21.9	22.0	22.25	21.9	704
2015-05-26	21.75	21.95	22.0	21.65	741
2015-05-27	22.3	21.75	22.4	21.75	1037
2015-05-28	22.1	22.3	22.3	22.05	595
2015-05-29	21.9	22.3	22.3	21.9	688
2015-06-01	22.05	21.9	22.15	21.9	389
2015-06-02	21.85	22.1	22.15	21.85	546
2015-06-03	21.7	21.85	21.95	21.7	596
2015-06-04	20.8	21.7	21.8	20.65	1610
2015-06-05	21.0	20.8	21.0	19.4	2102
2015-06-08	20.75	21.0	21.2	20.5	821
2015-06-09	20.25	20.6	20.7	20.0	1327
2015-06-10	20.75	20.05	21.05	20.05	862
2015-06-11	20.1	20.45	20.6	20.1	833
2015-06-12	20.15	20.1	20.3	20.05	412
2015-06-15	20.15	20.5	20.5	20.05	371
2015-06-16	19.5	20.15	20.2	19.5	1121
2015-06-17	18.95	19.5	19.55	18.6	3578
2015-06-18	18.75	18.9	18.9	18.5	1939
2015-06-22	18.75	18.75	18.8	18.55	1402
2015-06-23	18.95	18.75	19.4	18.75	1136
2015-06-24	19.2	19.0	19.45	19.0	1672
2015-06-25	19.75	19.3	19.9	19.3	2853
2015-06-26	19.55	19.8	19.9	19.5	873
2015-06-29	19.15	19.4	19.4	19.15	754
2015-06-30	19.15	19.15	19.25	19.1	882
2015-07-01	19.5	19.1	19.55	19.1	727
2015-07-02	19.55	19.7	19.85	19.45	831
2015-07-03	19.35	19.55	19.65	19.25	418
2015-07-06	19.4	19.35	19.5	19.25	562
2015-07-07	19.65	19.4	19.8	19.4	1051
2015-07-08	19.25	19.7	19.7	19.15	1371
2015-07-09	19.1	19.0	19.15	18.7	1412
2015-07-13	19.4	19.2	19.5	19.2	914
2015-07-14	19.45	19.3	19.45	19.25	608
2015-07-15	19.3	19.45	19.45	19.25	259
2015-07-16	19.4	19.4	19.5	19.3	361
2015-07-17	19.4	19.55	19.6	19.35	563
2015-07-20	19.6	19.4	19.7	19.4	914
2015-07-21	21.35	19.65	21.55	19.65	4589
2015-07-22	21.95	21.5	22.3	21.4	5101
2015-07-23	21.7	21.95	22.15	21.45	2091
2015-07-24	21.3	21.7	21.7	21.1	1479
2015-07-27	20.35	21.25	21.25	20.0	2076
2015-07-28	20.6	20.45	20.85	20.35	1070
2015-07-29	21.2	21.0	21.2	20.8	1307
2015-07-30	21.8	21.4	22.2	21.4	2243
2015-07-31	21.5	21.8	21.8	21.35	1106
2015-08-03	21.05	21.4	21.5	21.05	782
2015-08-04	22.5	21.05	23.15	21.05	3954
2015-08-05	22.9	22.6	23.35	22.5	3225
2015-08-06	23.15	22.9	23.25	22.55	2987
2015-08-07	22.9	23.0	23.2	22.7	1536
2015-08-10	24.0	22.9	24.2	22.85	5003
2015-08-11	23.3	24.3	24.4	23.1	3384
2015-08-12	23.4	23.1	23.5	22.65	1829
2015-08-13	23.05	23.65	23.65	22.65	1469
2015-08-14	23.1	23.1	23.5	22.8	1401
2015-08-17	22.05	22.7	22.7	22.0	2327
2015-08-18	22.15	21.85	22.55	21.8	1656
2015-08-19	20.25	22.15	22.15	20.15	3062
2015-08-20	20.4	20.1	20.4	19.3	2507
2015-08-21	19.9	20.0	20.15	19.75	1532
2015-08-24	18.2	19.4	19.4	17.95	3334
2015-08-25	18.35	18.0	18.35	17.55	2351
2015-08-26	18.4	18.35	18.5	18.0	1090
2015-08-27	19.0	18.95	19.5	18.7	1435
2015-08-28	19.6	19.5	19.8	19.45	1344
2015-08-31	19.5	19.6	19.7	19.2	746
2015-09-01	19.25	19.65	19.65	19.2	723
2015-09-02	19.2	18.9	19.2	18.8	623
2015-09-03	19.25	19.3	19.45	19.25	516
2015-09-04	18.9	19.35	19.5	18.85	1037
2015-09-07	18.9	18.8	19.3	18.8	554
2015-09-08	18.95	19.2	19.2	18.8	532
2015-09-09	19.25	19.15	19.35	19.05	931
2015-09-10	19.15	19.05	19.2	19.05	475
2015-09-11	19.65	19.25	19.75	19.1	1375
2015-09-14	20.0	20.0	20.3	19.85	1835
2015-09-15	19.7	20.15	20.15	19.65	775
2015-09-16	19.85	19.95	19.95	19.7	587
2015-09-17	20.1	19.95	20.3	19.95	1153
2015-09-18	19.9	20.1	20.2	19.9	1523
2015-09-21	19.6	19.8	19.8	19.35	1017
2015-09-22	19.45	19.6	19.8	19.45	1016
2015-09-23	19.25	19.45	19.45	19.1	933
2015-09-24	19.1	19.25	19.3	18.95	825
2015-09-25	19.1	19.1	19.2	18.95	539
2015-09-30	19.3	18.9	19.35	18.85	516
2015-10-01	20.05	19.6	20.75	19.5	2238
2015-10-02	20.1	20.5	20.55	19.8	1686
2015-10-05	20.95	20.3	20.95	20.3	2633
2015-10-06	20.85	21.0	21.1	20.5	1791
2015-10-07	20.5	20.7	20.7	20.45	973
2015-10-08	20.05	20.7	20.7	20.05	1226
2015-10-12	20.2	20.0	20.25	20.0	871
2015-10-13	20.05	20.0	20.15	19.8	1077
2015-10-14	20.05	20.05	20.35	20.05	1234
2015-10-15	20.15	20.15	20.2	19.95	1233
2015-10-16	20.1	20.2	20.25	19.95	2116
2015-10-19	20.0	20.25	20.25	19.85	1325
2015-10-20	20.05	20.1	20.2	19.95	940
2015-10-21	20.5	20.05	20.6	20.05	3306
2015-10-22	20.3	20.4	20.75	20.3	1411
2015-10-23	20.2	20.5	20.5	20.1	1841
2015-10-26	20.1	20.25	20.4	20.1	1622
2015-10-27	19.75	20.2	20.2	19.65	2315
2015-10-28	19.35	19.75	19.8	19.3	2274
2015-10-29	19.5	19.5	19.7	19.35	1032
2015-10-30	19.4	19.7	19.7	19.3	680
2015-11-02	19.4	19.4	19.45	19.2	528
2015-11-03	19.6	19.45	19.75	19.45	774
2015-11-04	19.9	19.6	19.95	19.6	1100
2015-11-05	19.9	19.95	20.0	19.9	985
2015-11-06	19.95	20.05	20.2	19.9	1183
2015-11-09	19.8	20.0	20.1	19.75	4824
2015-11-10	19.85	19.85	19.9	19.6	320
2015-11-11	19.5	19.95	19.95	19.5	726
2015-11-12	20.0	19.8	20.3	19.5	1226
2015-11-13	19.6	20.0	20.0	19.6	890
2015-11-16	19.15	19.4	19.45	19.0	815
2015-11-17	18.95	19.2	19.3	18.55	1750
2015-11-18	18.85	19.05	19.1	18.8	864
2015-11-19	18.95	18.85	19.2	18.85	847
2015-11-20	18.95	19.0	19.0	18.85	264
2015-11-23	19.0	18.95	19.1	18.8	571
2015-11-24	18.7	19.0	19.15	18.7	680
2015-11-25	18.85	18.9	18.9	18.5	952
2015-11-26	18.7	18.85	18.95	18.7	803
2015-11-27	18.7	18.7	18.85	18.7	408
2015-11-30	18.35	18.5	18.5	17.55	2519
2015-12-01	18.5	18.2	19.15	17.95	1279
2015-12-02	17.8	18.0	18.2	17.8	2432
2015-12-03	17.45	17.5	17.6	17.1	3172
2015-12-04	17.5	17.25	17.5	17.25	898
2015-12-07	17.25	17.45	17.5	17.1	1274
2015-12-08	16.0	17.1	17.2	16.0	5785
2015-12-09	16.0	16.0	16.35	15.85	1954
2015-12-10	16.35	16.0	16.55	15.85	1560
2015-12-11	16.45	16.4	16.7	16.35	1887
2015-12-14	17.05	16.2	17.05	16.15	2826
2015-12-15	17.75	17.35	17.9	17.25	3094
2015-12-16	18.55	17.95	18.7	17.95	4208
2015-12-17	18.15	18.55	18.55	17.95	1554
2015-12-18	18.5	18.15	18.5	18.05	1519
2015-12-21	18.3	18.4	18.55	18.3	1444
2015-12-22	18.4	18.3	18.4	18.05	1240
2015-12-23	18.25	18.4	18.45	18.25	512
2015-12-24	18.25	18.45	18.45	18.2	561
2015-12-25	18.1	18.25	18.25	18.05	728
2015-12-28	17.55	18.1	18.3	17.35	1968
2015-12-29	17.5	17.55	17.8	17.15	1952
2015-12-30	17.35	17.95	17.95	17.3	1128
2015-12-31	17.5	17.35	17.55	17.35	542
2016-01-04	17.25	17.6	17.7	17.0	1417
2016-01-05	17.1	17.05	17.4	17.0	599
2016-01-06	17.05	17.1	17.25	16.9	747
2016-01-07	17.0	17.05	17.05	16.7	1585
2016-01-08	17.1	16.95	17.15	16.85	504
2016-01-11	16.9	17.1	17.1	16.75	484
2016-01-12	16.8	16.7	17.1	16.7	610
2016-01-13	16.95	16.8	16.95	16.65	543
2016-01-14	17.0	16.9	17.1	16.65	1222
2016-01-15	16.9	17.2	17.25	16.85	796
2016-01-18	17.7	16.9	17.9	16.85	1275
2016-01-19	17.85	17.9	17.95	17.7	735
2016-01-20	17.85	17.9	18.15	17.75	1313
2016-01-21	17.65	17.8	17.9	17.5	470
2016-01-22	17.55	17.8	17.95	17.35	820
2016-01-25	17.55	17.8	17.8	17.5	301
2016-01-26	17.5	17.8	17.8	17.5	161
2016-01-27	17.45	17.5	17.6	17.35	395
2016-01-28	17.5	17.4	17.55	17.35	274
2016-01-29	17.6	17.5	17.6	17.4	333
2016-01-30	18.1	17.75	18.4	17.65	963
2016-02-01	17.9	18.1	18.1	17.8	329
2016-02-02	17.85	17.9	18.1	17.8	491
2016-02-03	17.8	18.0	18.0	17.8	735
2016-02-15	17.65	17.8	17.9	17.6	253
2016-02-16	18.1	17.65	18.1	17.65	627
2016-02-17	17.85	18.1	18.1	17.85	268
2016-02-18	17.9	18.0	18.0	17.85	421
2016-02-19	17.95	17.9	18.0	17.85	590
2016-02-22	17.8	17.95	17.95	17.7	580
2016-02-23	17.75	17.85	17.95	17.75	429
2016-02-24	18.3	17.9	18.45	17.9	2129
2016-02-25	18.2	18.3	18.3	18.1	622
2016-02-26	18.3	18.25	18.3	18.1	694
2016-03-01	18.45	18.15	18.5	18.1	857
2016-03-02	18.4	18.45	18.5	18.35	650
2016-03-03	18.5	18.4	18.5	18.35	659
2016-03-04	19.15	18.5	19.2	18.45	2380
2016-03-07	20.0	19.2	20.0	19.15	3114
2016-03-08	20.15	20.15	20.6	19.8	3394
2016-03-09	19.95	20.1	20.2	19.8	1484
2016-03-10	20.0	19.95	20.05	19.85	1154
2016-03-11	19.95	19.8	20.0	19.8	748
2016-03-14	21.9	20.05	21.9	20.05	5771
2016-03-15	22.0	23.0	23.2	21.9	8833
2016-03-16	21.55	22.1	22.2	21.2	2690
2016-03-17	21.05	22.0	22.15	20.95	2249
2016-03-18	21.7	21.05	22.05	21.0	2656
2016-03-21	21.45	21.5	21.65	21.15	1179
2016-03-22	21.25	21.45	21.5	21.0	899
2016-03-23	21.3	21.25	21.4	21.25	665
2016-03-24	20.65	21.3	21.3	20.55	1574
2016-03-25	20.75	20.7	20.85	20.55	985
2016-03-28	20.1	20.75	20.8	20.1	1190
2016-03-29	19.6	20.1	20.45	19.5	1535
2016-03-30	19.85	19.6	20.05	19.5	833
