Date	Close	Open	High	Low	Volume	ROI
2014-10-23	12.51	12.46	12.6	12.32	1442	0.3717
2014-10-24	12.46	12.69	12.69	12.41	2306	-0.3704
2014-10-27	12.51	12.64	12.69	12.41	3310	0.3717
2014-10-28	13.06	12.55	13.11	12.55	2973	4.4444
2014-10-29	13.66	13.53	13.71	13.34	4870	4.6099
2014-10-30	13.9	13.62	13.94	13.34	3427	1.6949
2014-10-31	14.03	14.08	14.22	13.99	5326	1.0
2014-11-03	13.94	14.08	14.13	13.9	1938	-0.6601
2014-11-04	14.08	14.08	14.08	13.8	1713	0.9967
2014-11-05	13.9	14.08	14.13	13.8	1312	-1.3158
2014-11-06	14.22	13.99	14.36	13.99	4470	2.3333
2014-11-07	14.68	14.22	14.68	14.22	8607	3.2573
2014-11-10	14.36	14.73	15.1	14.36	10034	-2.2082
2014-11-11	14.22	14.36	14.36	13.99	3424	-0.9677
2014-11-12	13.99	14.17	14.17	13.8	2607	-1.6287
2014-11-13	14.17	13.99	14.17	13.9	1241	1.3245
2014-11-14	14.22	14.08	14.22	14.03	1247	0.3268
2014-11-17	13.71	14.22	14.22	13.71	1069	-3.5831
2014-11-18	13.71	13.76	14.03	13.62	1661	0.0
2014-11-19	13.94	13.85	13.94	13.71	1251	1.6892
2014-11-20	13.85	13.85	13.99	13.8	1072	-0.6645
2014-11-21	13.8	13.99	14.08	13.8	1831	-0.3344
2014-11-24	14.27	13.94	14.31	13.8	4457	3.3557
2014-11-25	14.27	14.27	14.36	14.13	5050	0.0
2014-11-26	14.03	14.22	14.22	14.03	1010	-1.6234
2014-11-27	14.08	13.9	14.17	13.9	1441	0.33
2014-11-28	14.13	14.08	14.22	14.03	1168	0.3289
2014-12-01	13.9	13.8	14.03	13.66	1002	-1.6393
2014-12-02	14.36	13.9	14.36	13.9	1501	3.3333
2014-12-03	14.64	14.36	14.73	14.36	3211	1.9355
2014-12-04	14.87	14.82	14.87	14.5	3491	1.5823
2014-12-05	14.64	14.87	14.87	14.59	1675	-1.5576
2014-12-08	14.64	14.82	14.91	14.64	1493	0.0
2014-12-09	14.78	14.68	14.96	14.54	2147	0.9494
2014-12-10	14.27	14.68	14.73	14.27	1329	-3.4483
2014-12-11	14.08	14.17	14.31	14.03	1288	-1.2987
2014-12-12	14.41	14.22	14.45	14.17	1696	2.3026
2014-12-15	14.45	14.08	14.45	14.08	498	0.3215
2014-12-16	14.5	14.36	14.54	14.36	1013	0.3205
2014-12-17	14.41	14.5	14.59	14.17	998	-0.639
2014-12-18	14.73	14.45	14.82	14.45	1928	2.2508
2014-12-19	14.45	14.91	14.91	14.45	1302	-1.8868
2014-12-22	14.64	14.5	15.01	14.5	3534	1.2821
2014-12-23	14.73	14.78	14.78	14.59	573	0.6329
2014-12-24	14.68	14.78	14.91	14.68	1451	-0.3145
2014-12-25	14.64	14.73	14.82	14.64	661	-0.3155
2014-12-26	14.64	14.73	15.01	14.64	2884	0.0
2014-12-27	14.64	14.73	14.78	14.64	821	0.0
2014-12-29	15.66	14.82	15.66	14.78	13927	6.962000000000001
2014-12-30	15.47	15.75	15.75	15.33	4921	-1.1834
2014-12-31	15.38	15.47	15.56	15.33	1440	-0.5988
2015-01-05	15.42	15.38	15.47	15.19	1193	0.3012
2015-01-06	15.01	15.29	15.29	14.91	1948	-2.7027
2015-01-07	15.47	14.96	15.56	14.82	2992	3.0864
2015-01-08	15.33	15.56	15.75	15.29	6669	-0.8982
2015-01-09	15.1	15.33	15.47	15.1	1634	-1.5106
2015-01-12	14.91	15.1	15.24	14.87	1762	-1.227
2015-01-13	14.87	14.82	15.1	14.82	1937	-0.3106
2015-01-14	14.82	14.87	15.05	14.78	1616	-0.3115
2015-01-15	15.52	14.91	15.56	14.87	3990	4.6875
2015-01-16	15.79	15.52	15.84	15.38	13751	1.791
2015-01-19	16.07	15.93	16.07	15.47	27269	1.7595
2015-01-20	15.47	16.21	16.26	15.47	25794	-3.7464
2015-01-21	15.19	15.47	15.56	15.19	3342	-1.7964
2015-01-22	15.33	15.24	15.47	15.24	1408	0.9146
2015-01-23	15.19	15.47	15.52	15.19	1621	-0.9063
2015-01-26	15.24	15.19	15.33	15.19	768	0.3049
2015-01-27	14.96	15.38	15.38	14.91	2166	-1.8237
2015-01-28	15.05	14.96	15.15	14.91	811	0.6192
2015-01-29	14.96	15.01	15.05	14.91	612	-0.6154
2015-01-30	14.96	15.1	15.1	14.96	541	0.0
2015-02-02	14.87	14.96	14.96	14.82	677	-0.6192
2015-02-03	14.87	14.96	14.96	14.87	567	0.0
2015-02-04	15.15	14.96	15.15	14.87	720	1.8692
2015-02-05	14.96	15.15	15.15	14.91	376	-1.2232
2015-02-06	14.87	15.05	15.05	14.87	421	-0.6192
2015-02-09	14.78	14.82	14.91	14.73	1000	-0.6231
2015-02-10	14.5	14.82	14.87	14.45	1311	-1.8809
2015-02-11	14.31	14.27	14.54	14.27	1181	-1.278
2015-02-12	14.36	14.41	14.54	14.36	497	0.3236
2015-02-13	14.36	14.45	14.5	14.36	803	0.0
2015-02-24	14.54	14.36	14.73	14.36	414	1.2903
2015-02-25	14.59	14.5	14.68	14.5	480	0.3185
2015-02-26	14.91	14.54	14.96	14.54	1458	2.2222
2015-03-02	14.78	14.91	14.91	14.64	462	-0.9317
2015-03-03	14.68	14.78	14.78	14.64	526	-0.627
2015-03-04	14.68	14.64	14.78	14.64	574	0.0
2015-03-05	14.91	14.64	15.15	14.64	1913	1.5773
2015-03-06	14.87	15.01	15.01	14.82	609	-0.3106
2015-03-09	15.19	15.15	15.47	15.01	4948	2.1807
2015-03-10	15.19	15.19	15.38	15.15	2921	0.0
2015-03-11	15.19	15.05	15.19	14.96	1344	0.0
2015-03-12	15.15	15.29	15.38	15.1	2387	-0.3049
2015-03-13	15.42	15.19	15.61	15.19	4694	1.8349
2015-03-16	15.42	15.42	15.61	15.42	2164	0.0
2015-03-17	15.29	15.61	15.66	15.29	1883	-0.9009
2015-03-18	15.42	15.33	15.56	15.33	1150	0.9091
2015-03-19	15.89	15.56	15.93	15.47	6537	3.003
2015-03-20	15.66	15.89	16.03	15.66	4360	-1.4577
2015-03-23	15.42	15.79	15.79	15.38	2074	-1.4793
2015-03-24	15.7	15.38	15.7	15.33	2215	1.8018
2015-03-25	15.79	15.75	15.89	15.61	5564	0.59
2015-03-26	15.52	15.7	15.75	15.47	2808	-1.7595
2015-03-27	15.1	15.29	15.38	14.82	5905	-2.6866
2015-03-30	15.38	15.15	15.56	15.1	4834	1.8405
2015-03-31	15.29	15.47	15.61	15.24	1558	-0.6024
2015-04-01	15.01	15.29	15.29	15.01	2171	-1.8182
2015-04-02	15.15	15.1	15.19	15.01	673	0.9259
2015-04-07	15.24	15.19	15.24	15.05	760	0.6116
2015-04-08	15.15	15.24	15.24	15.05	849	-0.6079
2015-04-09	15.29	15.52	15.66	15.19	3422	0.9174
2015-04-10	15.47	15.56	15.66	15.42	2775	1.2121
2015-04-13	15.42	15.56	15.61	15.42	1066	-0.2994
2015-04-14	15.52	15.42	15.75	15.42	4624	0.6006
2015-04-15	15.38	15.56	15.56	15.29	1523	-0.8955
2015-04-16	15.29	15.38	15.52	15.29	1195	-0.6024
2015-04-17	15.47	15.61	15.75	15.42	3048	1.2121
2015-04-20	15.19	15.47	15.47	15.15	812	-1.7964
2015-04-21	15.01	15.33	15.38	14.96	747	-1.2195
2015-04-22	15.01	15.01	15.15	14.96	682	0.0
2015-04-23	15.01	15.1	15.15	15.01	830	0.0
2015-04-24	15.05	15.1	15.24	14.96	861	0.3086
2015-04-27	15.01	15.19	15.19	14.96	1183	-0.3077
2015-04-28	15.01	15.15	15.15	14.96	567	0.0
2015-04-29	14.73	15.1	15.1	14.59	1195	-1.8519
2015-04-30	14.73	14.82	14.82	14.54	721	0.0
2015-05-04	15.05	14.78	15.15	14.64	1154	2.2013
2015-05-05	15.29	15.24	15.47	15.15	5489	1.5385
2015-05-06	15.38	15.24	15.42	15.19	1668	0.6061
2015-05-07	15.42	15.38	15.52	15.19	1901	0.3012
2015-05-08	15.42	15.93	15.98	15.42	8333	0.0
2015-05-11	15.15	15.66	15.7	15.05	2993	-1.8018
2015-05-12	15.24	15.33	15.47	15.15	2013	0.6116
2015-05-13	15.61	15.38	15.75	15.29	4685	2.4316
2015-05-14	15.29	15.66	15.66	15.29	1902	-2.0772
2015-05-15	14.22	15.42	15.42	14.22	6004	-6.9697
2015-05-18	13.9	14.13	14.31	13.9	2673	-2.2801
2015-05-19	14.03	13.9	14.13	13.9	1531	1.0
2015-05-20	13.94	14.13	14.13	13.9	795	-0.6601
2015-05-21	13.99	13.9	14.03	13.71	1238	0.3322
2015-05-22	14.13	14.03	14.22	13.99	1090	0.9934
2015-05-25	14.13	14.17	14.31	14.08	799	0.0
2015-05-26	14.08	14.17	14.22	14.08	672	-0.3279
2015-05-27	14.03	14.08	14.17	14.03	816	-0.3289
2015-05-28	14.13	14.08	14.22	13.99	942	0.6601
2015-05-29	14.17	14.13	14.31	14.08	664	0.3279
2015-06-01	13.9	14.22	14.22	13.71	884	-1.9608
2015-06-02	13.76	13.9	13.99	13.76	701	-1.0
2015-06-03	13.48	13.76	13.9	13.48	1083	-2.0202
2015-06-04	12.97	13.53	13.62	12.97	1639	-3.7801
2015-06-05	12.69	12.83	13.06	12.65	1528	-2.1429
2015-06-08	13.02	12.69	13.2	12.51	973	2.5547
2015-06-09	11.81	12.97	13.02	11.72	3963	-9.2527
2015-06-10	12.32	11.39	12.37	11.39	1684	4.3137
2015-06-11	12.83	12.46	12.92	12.23	1292	4.1353
2015-06-12	12.37	12.78	12.88	12.27	811	-3.6101
2015-06-15	12.41	12.27	12.51	12.27	365	0.3745
2015-06-16	12.14	12.46	12.46	12.04	619	-2.2388
2015-06-17	12.18	12.27	12.27	12.14	329	0.3817
2015-06-18	12.32	12.32	12.37	12.18	420	1.1407
2015-06-22	12.6	12.46	12.69	12.32	793	2.2556
2015-06-23	12.74	12.69	12.78	12.65	597	1.1029
2015-06-24	12.6	12.74	12.78	12.55	317	-1.0909
2015-06-25	12.55	12.65	12.74	12.51	371	-0.3676
2015-06-26	12.46	12.55	12.65	12.41	343	-0.738
2015-06-29	12.32	12.46	12.51	12.32	600	-1.1152
2015-06-30	12.32	12.32	12.51	12.32	342	0.0
